cnae_name,cnae_formated_code,cnae_category,cnae_code
Fabricação de calçados de material sintético,1533-5/00,subclass,1533500
Fabricação de calçados de materiais não especificados anteriormente,15.39-4,class,15394
"Fabricação de calçados de materiais não especificados
anteriormente",1539-4/00,subclass,1539400
"Fabricação de partes para calçados, de qualquer material",15.4,group,154
"Fabricação de partes para calçados, de qualquer material",15.40-8,class,15408
"Fabricação de partes para calçados, de qualquer material",1540-8/00,subclass,1540800
FABRICAÇÃO DE PRODUTOS DE MADEIRA,16,division,16
Desdobramento de madeira,16.1,group,161
Desdobramento de madeira,16.10-2,class,16102
Serrarias com desdobramento de madeira em bruto,1610-2/03,subclass,1610203
Serrarias sem desdobramento de madeira em bruto - Resseragem,1610-2/04,subclass,1610204
Serviço de tratamento de madeira realizado sob contrato,1610-2/05,subclass,1610205
"Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis",16.2,group,162
"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",16.21-8,class,16218
"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",1621-8/00,subclass,1621800
Fabricação de estruturas de madeira e de artigos de carpintaria para construção,16.22-6,class,16226
Fabricação de casas de madeira pré-fabricadas,1622-6/01,subclass,1622601
Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1622-6/02,subclass,1622602
Fabricação de outros artigos de carpintaria para construção,1622-6/99,subclass,1622699
Fabricação de artefatos de tanoaria e de embalagens de madeira,16.23-4,class,16234
Fabricação de artefatos de tanoaria e de embalagens de madeira,1623-4/00,subclass,1623400
"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto
móveis",16.29-3,class,16293
"Fabricação de artefatos diversos de madeira, exceto móveis",1629-3/01,subclass,1629301
"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",1629-3/02,subclass,1629302
"FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL",17,division,17
Fabricação de celulose e outras pastas para a fabricação de papel,17.1,group,171
Fabricação de celulose e outras pastas para a fabricação de papel,17.10-9,class,17109
Fabricação de celulose e outras pastas para a fabricação de papel,1710-9/00,subclass,1710900
"Fabricação de papel, cartolina e papel-cartão",17.2,group,172
Fabricação de papel,17.21-4,class,17214
Fabricação de papel,1721-4/00,subclass,1721400
Fabricação de cartolina e papel-cartão,17.22-2,class,17222
Fabricação de cartolina e papel-cartão,1722-2/00,subclass,1722200
"Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado",17.3,group,173
Fabricação de embalagens de papel,17.31-1,class,17311
Fabricação de embalagens de papel,1731-1/00,subclass,1731100
Fabricação de embalagens de cartolina e papel-cartão,17.32-0,class,17320
Fabricação de embalagens de cartolina e papel-cartão,1732-0/00,subclass,1732000
Fabricação de chapas e de embalagens de papelão ondulado,17.33-8,class,17338
Fabricação de chapas e de embalagens de papelão ondulado,1733-8/00,subclass,1733800
"Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado",17.4,group,174
"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório",17.41-9,class,17419
Fabricação de formulários contínuos,1741-9/01,subclass,1741901
"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório",1741-9/02,subclass,1741902
Fabricação de produtos de papel para usos doméstico e higiênico-sanitário,17.42-7,class,17427
Fabricação de fraldas descartáveis,1742-7/01,subclass,1742701
Fabricação de absorventes higiênicos,1742-7/02,subclass,1742702
Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,1742-7/99,subclass,1742799
"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",17.49-4,class,17494
"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",1749-4/00,subclass,1749400
IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,18,division,18
Atividade de impressão,18.1,group,181
"Impressão de jornais, livros, revistas e outras publicações periódicas",18.11-3,class,18113
Impressão de jornais,1811-3/01,subclass,1811301
"Impressão de livros, revistas e outras publicações periódicas",1811-3/02,subclass,1811302
Impressão de material de segurança,18.12-1,class,18121
Impressão de material de segurança,1812-1/00,subclass,1812100
Impressão de materiais para outros usos,18.13-0,class,18130
Impressão de material para uso publicitário,1813-0/01,subclass,1813001
Impressão de material para outros usos,1813-0/99,subclass,1813099
Serviços de pré-impressão e acabamentos gráficos,18.2,group,182
Serviços de pré-impressão,18.21-1,class,18211
Serviços de pré-impressão,1821-1/00,subclass,1821100
Serviços de acabamentos gráficos,18.22-9,class,18229
Serviços de encadernação e plastificação,1822-9/01,subclass,1822901
"Serviços de acabamentos gráficos, exceto encadernação e plastificação",1822-9/99,subclass,1822999
Reprodução de materiais gravados em qualquer suporte,18.3,group,183
Reprodução de materiais gravados em qualquer suporte,18.30-0,class,18300
Reprodução de som em qualquer suporte,1830-0/01,subclass,1830001
Reprodução de vídeo em qualquer suporte,1830-0/02,subclass,1830002
Reprodução de software em qualquer suporte,1830-0/03,subclass,1830003
"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS",19,division,19
Coquerias,19.1,group,191
Coquerias,19.10-1,class,19101
Coquerias,1910-1/00,subclass,1910100
Fabricação de produtos derivados do petróleo,19.2,group,192
Fabricação de produtos do refino de petróleo,19.21-7,class,19217
Fabricação de produtos do refino de petróleo,1921-7/00,subclass,1921700
"Fabricação de produtos derivados do petróleo, exceto produtos do refino",19.22-5,class,19225
Formulação de combustíveis,1922-5/01,subclass,1922501
Rerrefino de óleos lubrificantes,1922-5/02,subclass,1922502
"Fabricação de outros produtos derivados do petróleo, exceto produtos do refino",1922-5/99,subclass,1922599
Fabricação de biocombustíveis,19.3,group,193
Fabricação de álcool,19.31-4,class,19314
Fabricação de álcool,1931-4/00,subclass,1931400
"Fabricação de biocombustíveis, exceto álcool",19.32-2,class,19322
"Fabricação de biocombustíveis, exceto álcool",1932-2/00,subclass,1932200
FABRICAÇÃO DE PRODUTOS QUÍMICOS,20,division,20
Fabricação de produtos químicos inorgânicos,20.1,group,201
Fabricação de cloro e álcalis,20.11-8,class,20118
Fabricação de cloro e álcalis,2011-8/00,subclass,2011800
Fabricação de intermediários para fertilizantes,20.12-6,class,20126
Fabricação de intermediários para fertilizantes,2012-6/00,subclass,2012600
Fabricação de adubos e fertilizantes,20.13-4,class,20134
Fabricação de adubos e fertilizantes organo-minerais,2013-4/01,subclass,2013401
"Fabricação de adubos e fertilizantes, exceto organo-minerais",2013-4/02,subclass,2013402
Fabricação de gases industriais,20.14-2,class,20142
Fabricação de gases industriais,2014-2/00,subclass,2014200
Fabricação de produtos químicos inorgânicos não especificados anteriormente,20.19-3,class,20193
Elaboração de combustíveis nucleares,2019-3/01,subclass,2019301
Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,2019-3/99,subclass,2019399
Fabricação de produtos químicos orgânicos,20.2,group,202
Fabricação de produtos petroquímicos básicos,20.21-5,class,20215
Fabricação de produtos petroquímicos básicos,2021-5/00,subclass,2021500
"Fabricação de intermediários para plastificantes, resinas e fibras",20.22-3,class,20223
"Fabricação de intermediários para plastificantes, resinas e fibras",2022-3/00,subclass,2022300
Fabricação de produtos químicos orgânicos não especificados anteriormente,20.29-1,class,20291
Fabricação de produtos químicos orgânicos não especificados anteriormente,2029-1/00,subclass,2029100
Fabricação de resinas e elastômeros,20.3,group,203
Fabricação de resinas termoplásticas,20.31-2,class,20312
Fabricação de resinas termoplásticas,2031-2/00,subclass,2031200
Fabricação de resinas termofixas,20.32-1,class,20321
Fabricação de resinas termofixas,2032-1/00,subclass,2032100
Fabricação de elastômeros,20.33-9,class,20339
Fabricação de elastômeros,2033-9/00,subclass,2033900
Fabricação de fibras artificiais e sintéticas,20.4,group,204
Fabricação de fibras artificiais e sintéticas,20.40-1,class,20401
Fabricação de fibras artificiais e sintéticas,2040-1/00,subclass,2040100
Fabricação de defensivos agrícolas e desinfestantes domissanitários,20.5,group,205
Fabricação de defensivos agrícolas,20.51-7,class,20517
Fabricação de defensivos agrícolas,2051-7/00,subclass,2051700
Fabricação de desinfestantes domissanitários,20.52-5,class,20525
Fabricação de desinfestantes domissanitários,2052-5/00,subclass,2052500
"Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal",20.6,group,206
Fabricação de sabões e detergentes sintéticos,20.61-4,class,20614
Fabricação de sabões e detergentes sintéticos,2061-4/00,subclass,2061400
Fabricação de produtos de limpeza e polimento,20.62-2,class,20622
Fabricação de produtos de limpeza e polimento,2062-2/00,subclass,2062200
"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",20.63-1,class,20631
"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",2063-1/00,subclass,2063100
"Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins",20.7,group,207
"Fabricação de tintas, vernizes, esmaltes e lacas",20.71-1,class,20711
"Fabricação de tintas, vernizes, esmaltes e lacas",2071-1/00,subclass,2071100
Fabricação de tintas de impressão,20.72-0,class,20720
Fabricação de tintas de impressão,2072-0/00,subclass,2072000
"Fabricação de impermeabilizantes, solventes e produtos afins",20.73-8,class,20738
"Fabricação de impermeabilizantes, solventes e produtos afins",2073-8/00,subclass,2073800
Fabricação de produtos e preparados químicos diversos,20.9,group,209
Fabricação de adesivos e selantes,20.91-6,class,20916
Fabricação de adesivos e selantes,2091-6/00,subclass,2091600
Fabricação de explosivos,20.92-4,class,20924
"Fabricação de pólvoras, explosivos e detonantes",2092-4/01,subclass,2092401
Fabricação de artigos pirotécnicos,2092-4/02,subclass,2092402
Fabricação de fósforos de segurança,2092-4/03,subclass,2092403
Fabricação de aditivos de uso industrial,20.93-2,class,20932
Fabricação de aditivos de uso industrial,2093-2/00,subclass,2093200
Fabricação de catalisadores,20.94-1,class,20941
Fabricação de catalisadores,2094-1/00,subclass,2094100
Fabricação de produtos químicos não especificados anteriormente,20.99-1,class,20991
"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",2099-1/01,subclass,2099101
Fabricação de outros produtos químicos não especificados anteriormente,2099-1/99,subclass,2099199
FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,21,division,21
Fabricação de produtos farmoquímicos,21.1,group,211
Fabricação de produtos farmoquímicos,21.10-6,class,21106
Fabricação de produtos farmoquímicos,2110-6/00,subclass,2110600
Fabricação de produtos farmacêuticos,21.2,group,212
Fabricação de medicamentos para uso humano,21.21-1,class,21211
Fabricação de medicamentos alopáticos para uso humano,2121-1/01,subclass,2121101
Fabricação de medicamentos homeopáticos para uso humano,2121-1/02,subclass,2121102
Fabricação de medicamentos fitoterápicos para uso humano,2121-1/03,subclass,2121103
Fabricação de medicamentos para uso veterinário,21.22-0,class,21220
Fabricação de medicamentos para uso veterinário,2122-0/00,subclass,2122000
Fabricação de preparações farmacêuticas,21.23-8,class,21238
Fabricação de preparações farmacêuticas,2123-8/00,subclass,2123800
FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,22,division,22
Fabricação de produtos de borracha,22.1,group,221
Fabricação de pneumáticos e de câmaras-de-ar,22.11-1,class,22111
Fabricação de pneumáticos e de câmaras-de-ar,2211-1/00,subclass,2211100
Reforma de pneumáticos usados,22.12-9,class,22129
Reforma de pneumáticos usados,2212-9/00,subclass,2212900
Fabricação de artefatos de borracha não especificados anteriormente,22.19-6,class,22196
"Fabricação de artefatos de borracha não especificados 
anteriormente",2219-6/00,subclass,2219600
Fabricação de produtos de material plástico,22.2,group,222
Fabricação de laminados planos e tubulares de material plástico,22.21-8,class,22218
Fabricação de laminados planos e tubulares de material plástico,2221-8/00,subclass,2221800
Fabricação de embalagens de material plástico,22.22-6,class,22226
Fabricação de embalagens de material plástico,2222-6/00,subclass,2222600
Fabricação de tubos e acessórios de material plástico para uso na construção,22.23-4,class,22234
Fabricação de tubos e acessórios de material plástico para uso na construção,2223-4/00,subclass,2223400
Fabricação de artefatos de material plástico não especificados anteriormente,22.29-3,class,22293
Fabricação de artefatos de material plástico para uso pessoal e doméstico,2229-3/01,subclass,2229301
Fabricação de artefatos de material plástico para usos industriais,2229-3/02,subclass,2229302
"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",2229-3/03,subclass,2229303
Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,2229-3/99,subclass,2229399
FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS,23,division,23
Fabricação de vidro e de produtos do vidro,23.1,group,231
Fabricação de vidro plano e de segurança,23.11-7,class,23117
Fabricação de vidro plano e de segurança,2311-7/00,subclass,2311700
